2,5,A,B,C
0.0009703469520875672,-9.250907967003805,1,9,36
0.2364169544976277,4.5513017710940895,1,9,37
0.1513878188659976,1.7860771738917975,1,9,39
0.10690159234251184,-0.7091844489608015,1,9,53
0.1513878188659976,1.0581084165939745,1,9,55
0.1513878188659976,1.8516255083485424,1,9,56
0.20611078839117367,-1.4276825540316536,1,9,69
0.2364169544976281,4.0227281928721865,1,14,18
0.2364169544976281,5.47432861378978,1,14,20
0.23641695449762765,10.654082601649302,1,14,34
0.2364169544976281,11.271728708117296,1,14,39
0.23641695449762765,14.96664239947556,1,14,42
0.2364169544976281,12.940231289445178,1,14,44
0.1124324142408182,-3.615973828451205,1,14,55
0.23641695449762765,5.935622916817407,1,14,60
0.23641695449762765,7.581500692616481,1,14,69
0.2364169544976281,6.505287764486947,1,15,38
0.2364169544976281,10.326122715148172,1,15,44
0.1513878188659976,8.490086485513135,1,17,18
0.2364169544976277,8.167008602987679,1,17,19
0.1513878188659976,1.0036528601834904,1,17,20
0.2364169544976277,7.5729228946305085,1,17,22
0.1513878188659976,15.567732440096929,1,17,26
0.09412399302040456,-6.272133145170593,1,17,36
0.2364169544976277,5.3461274220308255,1,17,42
0.1513878188659976,10.46470227503525,1,17,44
0.1513878188659976,2.465544092572461,1,17,56
0.1513878188659976,5.007927019588402,1,17,59
0.2364169544976277,14.108188630442045,1,17,60
0.2364169544976277,2.635187414621214,1,17,65
0.2364169544976277,1.1872385885011898,1,17,69
0.13699092173995076,-0.35217110646508826,1,18,20
0.1513878188659976,7.0323120035104925,1,18,35
0.2364169544976277,8.98451739523032,1,18,42
0.1513878188659976,4.050504466084618,1,18,51
0.1513878188659976,2.2573306828608004,1,18,56
0.2364169544976277,9.15787501364801,1,18,60
0.2364169544976277,1.8792616719541728,1,18,65
0.2364169544976277,4.58136607592018,1,18,69
0.23641695449762765,4.803022622105915,1,19,25
0.23641695449762765,11.643029029363055,1,19,31
0.23641695449762765,11.517392874283965,1,19,34
0.10174529502246954,-7.6888219073426365,1,19,36
0.2364169544976281,6.932020211883946,1,19,39
0.23641695449762765,0.7395665454404751,1,19,48
0.2364169544976281,3.513704662655158,1,19,56
0.23641695449762765,0.0049787220942434365,1,19,58
0.23641695449762765,2.870394111794024,1,19,65
0.2364169544976277,4.834030713860827,1,20,25
0.2364169544976277,3.7869495418452668,1,20,34
0.1513878188659976,5.9968756090601785,1,20,35
0.2364169544976277,4.813162770457502,1,20,37
0.1513878188659976,5.851828576526472,1,20,39
0.1513878188659976,5.0103977646209845,1,20,49
0.061452560822067376,-6.55990407476826,1,20,55
0.2364169544976277,5.234871951522613,1,20,60
0.2364169544976277,3.15389388306461,1,20,64
0.2364169544976277,1.3684368003976513,1,20,65
0.08876602434897096,0.11312675565263496,1,22,27
0.2364169544976281,7.987954186958997,1,22,35
0.23641695449762765,9.866052280870797,1,22,37
0.23641695449762765,6.764012197759158,1,22,42
0.0907268636159003,-0.7474736106530884,1,22,53
0.2364169544976281,1.5373648202661343,1,22,56
0.2364169544976281,4.022216099962998,1,22,57
0.09412399302040507,4.3026601389502375,1,22,59
0.23641695449762765,8.225417646888108,1,22,60
0.23641695449762765,1.106119056194494,1,22,65
0.23641695449762765,8.865395690979181,1,25,34
0.23641695449762765,8.464765772930841,1,25,37
0.2364169544976281,9.651426916534014,1,25,44
0.23641695449762765,8.502995839658155,1,25,53
0.058196109190995264,-3.6091405034591633,1,25,55
0.2364169544976281,2.2803550537030968,1,25,56
0.2364169544976281,9.838353868494902,1,25,57
0.2364169544976281,10.717199717845592,1,25,59
0.1513878188659976,11.282635476150432,1,26,38
0.2364169544976277,4.483188819504399,1,26,42
0.2364169544976277,3.1395481874243725,1,26,48
0.1513878188659976,4.222630617079904,1,26,59
0.23641695449762765,10.143231882281873,1,27,31
0.23641695449762765,7.377778250315485,1,27,37
0.10690159234251186,-1.855873171075875,1,27,51
0.23641695449762765,3.0173405343066046,1,27,53
0.2364169544976281,1.7983454264335066,1,27,56
0.23641695449762765,4.204819476762853,1,27,58
0.10174529502246953,-1.2526763970649455,1,27,60
0.23641695449762765,1.4122703823483445,1,27,65
0.2364169544976281,11.408440930863053,1,31,44
0.23641695449762765,9.070289777082008,1,31,53
0.2364169544976281,12.943223950998151,1,31,59
0.0941239930204046,-4.759053417581093,1,34,36
0.23641695449762765,8.864380653887247,1,34,37
0.2364169544976281,11.282375059317875,1,34,38
0.23641695449762765,6.085071056990246,1,34,42
0.2364169544976281,9.39413489544135,1,34,49
0.2364169544976281,10.059452754985015,1,34,57
0.23641695449762765,1.2098751942173178,1,34,58
0.23641695449762765,9.627515382813657,1,34,60
0.06145256082206749,-8.272755500828309,1,35,36
0.1513878188659976,1.8363115109875972,1,35,38
0.1513878188659976,8.012798035041463,1,35,57
0.2364169544976277,15.556643298219266,1,35,60
0.09412399302040472,4.54501134042976,1,36,38
0.1017452950224696,-7.9827644833612785,1,36,42
0.0015147119810359569,-6.920705963769477,1,36,53
0.0614525608220677,-7.363870046718398,1,36,55
0.1017452950224696,-7.3559896619479455,1,36,58
0.0614525608220677,-7.333207317421999,1,36,59
0.09412399302040472,1.020892762092842,1,36,60
0.09412399302040472,-3.6811371693531267,1,36,64
0.2364169544976281,8.936227806962652,1,37,49
0.23641695449762765,3.3782449515663195,1,37,58
0.2364169544976281,10.630829067730462,1,37,59
0.23641695449762765,7.24865389551306,1,37,69
0.1513878188659976,12.050095368845366,1,38,44
0.1513878188659976,8.12981370878058,1,38,49
0.1513878188659976,13.74663471753294,1,38,57
0.2364169544976277,3.977762455975277,1,38,69
0.1513878188659976,-1.4566368368843818,1,39,55
0.1513878188659976,0.7283316468867547,1,39,56
0.2364169544976281,9.531876243420218,1,42,49
0.2364169544976281,15.026031940520422,1,42,57
0.23641695449762765,7.5175444768770205,1,42,60
0.23641695449762765,7.799629292895587,1,42,69
0.1513878188659976,4.169580148581447,1,44,51
0.2364169544976277,3.335616523775318,1,44,58
0.2364169544976277,2.8456185281074227,1,44,69
0.2364169544976281,2.5021300243496505,1,48,49
0.23641695449762765,1.2504634492845064,1,48,58
0.2364169544976281,0.3648660055173805,1,48,59
0.23641695449762765,2.663799466371556,1,48,69
0.1513878188659976,0.29130549579829257,1,49,55
0.2364169544976277,3.3502360347699134,1,49,58
0.11491795898547365,-3.7740523733594418,1,51,55
0.2364169544976277,0.2801669123620991,1,51,58
0.1513878188659976,6.067513412787303,1,51,59
0.1074264426929785,-3.464668434811172,1,53,55
0.23641695449762765,2.7671386641324744,1,53,65
0.1513878188659976,2.014666754585072,1,55,59
0.2364169544976277,1.3740637979896348,1,55,60
0.1513878188659976,3.4743290673707663,1,56,57
0.1513878188659976,3.6045808538714836,1,57,59
0.2364169544976277,8.435453625219775,1,57,69
0.23641695449762765,2.130189884454204,1,60,65
0.2364169544976281,2.463095012312557,2,3,5
0.23641695449762765,11.527664193166494,2,3,19
0.2364169544976281,9.32938344911097,2,3,37
0.23641695449762765,8.664085712768099,2,3,38
0.2364169544976281,1.2744484595026506,2,3,69
0.1513878188659976,6.924890233748813,2,4,5
0.0505744164256231,1.1852992065118044,2,4,6
0.1513878188659976,-1.2390419108758255,2,4,24
0.1513878188659976,5.39603421056704,2,4,42
0.061452560822067376,-1.3986410895176888,2,4,46
0.2364169544976277,15.195390239994275,2,4,60
0.1513878188659976,5.6636530972224115,2,4,65
0.1513878188659976,3.546989560560041,2,5,6
0.2364169544976277,0.28180220988422633,2,5,9
0.1513878188659976,7.1903170116003885,2,5,11
0.2364169544976277,7.290322365051516,2,5,14
0.2364169544976277,5.956542091807116,2,5,19
0.1513878188659976,0.8890800954108862,2,5,24
0.23641695449762776,2.3097786308413326,2,5,30
0.1513878188659976,5.877322164310742,2,5,37
0.2364169544976277,6.822769889170673,2,5,38
0.1513878188659976,2.8786610908965238,2,5,69
0.2364169544976277,2.189896448218427,2,6,16
0.1513878188659976,15.441855512382785,2,6,33
0.1513878188659976,4.289314922653468,2,6,46
0.09412399302040476,2.5509799473637287,2,6,53
0.2364169544976281,10.079457747901651,2,9,11
0.2364169544976281,4.546231616240192,2,9,13
0.23641695449762765,7.038060115708372,2,9,14
0.23641695449762765,0.9010914010498716,2,9,16
0.2364169544976281,1.590759479413471,2,9,24
0.2364169544976281,6.314554779925555,2,9,37
0.23641695449762765,1.833595934295776,2,9,39
0.23641695449762765,5.3281881557795305,2,9,43
0.08925940945352108,-6.13525976432512,2,9,53
0.20611078839117355,-0.9098049475661848,2,9,69
0.2364169544976277,2.138696368546107,2,11,16
0.1513878188659976,3.681292509936074,2,11,37
0.2364169544976277,9.434337565391726,2,11,38
0.1513878188659976,5.78596981023669,2,11,46
0.1513878188659976,8.250826646999897,2,11,51
0.1513878188659976,6.289536349843337,2,13,17
0.2364169544976277,1.495761145984588,2,13,19
0.2364169544976277,5.9498242792474665,2,13,35
0.1513878188659976,4.713151194474233,2,13,37
0.2364169544976277,5.4557725971389885,2,13,39
0.1513878188659976,6.356684384575543,2,13,65
0.1513878188659976,2.918759110499113,2,13,69
0.16375895771153295,-1.7494723336140083,2,14,30
0.2364169544976281,11.371989062185307,2,14,33
0.23641695449762765,12.415790408305927,2,14,35
0.23641695449762765,6.427561892330438,2,14,38
0.2364169544976281,5.778848464421457,2,14,46
0.23641695449762765,5.357325904814559,2,14,60
0.2364169544976281,7.185602925625979,2,14,66
0.010398005548900848,-3.3429094670960744,2,16,24
0.2364169544976281,1.3016537982539482,2,16,37
0.23641695449762765,1.4930086701713992,2,16,38
0.23641695449762765,1.7794212143893091,2,16,39
0.2364169544976281,1.9510647656517577,2,16,42
0.2364169544976281,1.6656393557717308,2,16,66
0.2364169544976277,7.015132305220322,2,17,19
0.1513878188659976,-1.703295151440976,2,17,24
0.2364169544976277,15.080026835809404,2,17,60
0.23641695449762765,6.392160684886192,2,19,35
0.2364169544976281,2.929614328675232,2,19,69
0.2364169544976277,1.8377737503926423,2,24,38
0.10174529502246933,0.32862962627363146,2,30,35
0.2364169544976281,9.4371150710761,2,30,42
0.23641695449762765,6.46475400380049,2,30,43
0.08925940945352108,-8.50787000825619,2,30,53
0.2364169544976281,4.947973200341488,2,30,69
0.2364169544976277,7.330691812298159,2,33,38
0.2364169544976277,4.0076481512812485,2,33,39
0.1513878188659976,4.096703180341299,2,33,42
0.2364169544976277,3.3006011751962063,2,33,43
0.1513878188659976,5.926187474406579,2,33,46
0.1513878188659976,4.247373528301433,2,33,51
0.2364169544976277,11.582981237163768,2,33,53
0.23641695449762765,1.2343017879276488,2,35,38
0.1513878188659976,5.7671201021702885,2,37,51
0.1513878188659976,3.695818791309184,2,37,69
0.2364169544976281,3.014361472514814,2,38,46
0.2364169544976281,10.078811700252542,2,38,51
0.23641695449762765,11.747828393402992,2,38,60
0.2364169544976281,1.764262840052126,2,38,66
0.2364169544976281,1.9420497652844877,2,38,69
0.2364169544976281,6.018068323632058,2,39,46
0.2364169544976281,9.790099548925411,2,39,51
0.1513878188659976,7.826552928126713,2,42,51
0.1513878188659976,3.751534542420965,2,42,69
0.2364169544976281,4.0557471401830725,2,43,46
0.2364169544976281,6.0816268267246665,2,43,51
0.23641695449762765,5.711017009857451,2,43,53
0.1513878188659976,5.287481486375512,2,46,51
0.1513878188659976,3.4920914574698014,2,46,65
0.1513878188659976,11.774858550125591,2,51,65
0.1513878188659976,7.751788522802231,2,65,66
0.1513878188659976,3.821843056000328,2,66,69
0.2364169544976281,3.3540202329831867,3,5,19
0.23641695449762765,2.920202689388137,3,5,31
0.23641695449762765,3.2961885778635,3,5,37
0.2364169544976281,2.9216246060521893,3,5,38
0.23641695449762765,2.9125886199538336,3,5,56
0.2364169544976281,2.934230999215256,3,5,62
0.2364169544976281,1.3011139061571342,3,5,66
0.23641695449762765,1.9726034390304008,3,5,69
0.1513878188659976,7.692354342824231,3,10,20
0.1513878188659976,9.288515440932947,3,10,22
0.10125231606083797,-9.197945361035552,3,10,34
0.10757175087795794,5.744589708924682,3,10,37
0.0533365019790429,-0.826508379100229,3,10,66
0.048367208907892735,-1.3697013389510966,3,11,22
0.1513878188659976,5.603543813299102,3,11,25
0.2364169544976277,5.73407092389612,3,11,31
0.2364169544976277,14.857545782739484,3,11,44
0.1513878188659976,9.891131049303473,3,11,51
0.1513878188659976,4.524514825256159,3,11,62
0.1513878188659976,2.7176222649462063,3,13,22
0.2364169544976277,12.64903648898691,3,13,56
0.2364169544976277,12.157138841684649,3,13,68
0.2364169544976281,10.134276628616773,3,14,19
0.2364169544976281,7.292105411645802,3,14,20
0.2364169544976281,6.553159674391714,3,14,45
0.2364169544976281,5.644857930363539,3,14,50
0.23641695449762765,10.77088142315359,3,14,52
0.23641695449762765,4.862648166441944,3,14,60
0.23641695449762765,-0.1323160939344996,3,14,63
0.2364169544976281,3.8096049877864218,3,14,66
0.23641695449762765,3.067928108491793,3,14,69
0.1513878188659976,5.949353225498519,3,19,25
0.1513878188659976,3.975763327815753,3,19,34
0.2364169544976277,12.252183669610055,3,19,56
0.2364169544976277,2.0256066192417443,3,19,69
0.2364169544976277,7.522804729705506,3,20,37
0.1513878188659976,7.985911377180914,3,20,50
0.2364169544976277,7.074198840819854,3,20,52
0.2364169544976277,6.262947575358367,3,20,60
0.2364169544976277,10.091451123735553,3,22,31
0.1513878188659976,2.1604311788150063,3,22,51
0.10690159234251184,0.15029159784656798,3,22,52
0.2364169544976277,4.473993479299018,3,22,56
0.10534978823903143,-2.4428018171434123,3,22,63
0.1513878188659976,2.590925177385709,3,22,66
0.2364169544976277,9.911171710083208,3,22,68
0.1513878188659976,3.860075240238978,3,25,34
0.2364169544976277,13.52755433373597,3,25,44
0.1513878188659976,12.915651320887015,3,25,51
0.2364169544976277,5.1739259176609265,3,25,56
0.2364169544976277,8.320776532103011,3,25,60
0.2061107883911736,-8.55244408698273,3,25,63
0.1513878188659976,5.516757606066972,3,25,67
0.2364169544976281,5.357492147244733,3,31,41
0.2364169544976281,11.810363989906008,3,31,50
0.23641695449762765,4.200768055984717,3,31,52
0.2364169544976281,12.452745260963605,3,31,62
0.2364169544976281,4.547465070715525,3,31,66
0.2364169544976277,3.711735597232856,3,34,68
0.23641695449762765,8.596140976443962,3,37,44
0.23641695449762765,12.696820322294883,3,37,68
0.23641695449762765,3.518417349450246,3,37,69
0.2364169544976277,2.2804927788278526,3,38,69
0.2364169544976277,11.29596682957699,3,41,52
0.1513878188659976,4.051171012854513,3,41,66
0.2364169544976281,7.424777083858693,3,44,45
0.2364169544976281,9.82016241561665,3,44,50
0.23641695449762765,8.11015884048679,3,44,60
0.2364169544976277,8.633878752266604,3,45,52
0.2364169544976277,7.218948202757383,3,45,56
0.2364169544976277,5.860096726503503,3,50,61
0.2364169544976277,6.650359354013148,3,50,68
0.106901592342512,1.4780206432360998,3,51,52
0.1513878188659976,11.446925569363694,3,51,62
0.23641695449762765,8.568415104728558,3,52,60
0.17945967247070085,-0.4985538594380863,3,52,61
0.08925940945352108,-8.808197729371644,3,52,63
0.2364169544976281,3.3471206879812314,3,52,66
0.2364169544976281,7.0133328221794065,3,52,67
0.23641695449762765,11.60934409597759,3,52,68
0.23641695449762765,7.7527101886621645,3,56,60
0.23641695449762765,4.448980478793008,3,56,61
0.2364169544976281,11.157162619565334,3,56,62
0.23641695449762765,2.9933041303894647,3,56,69
0.2364169544976281,8.332705721423302,3,60,62
0.2364169544976281,5.120369207435182,3,60,67
0.1513878188659976,3.0973934306065587,3,62,67
0.23641695449762765,1.2316402153518666,3,63,68
0.1513878188659976,3.1083289562122385,3,66,67
0.2364169544976277,4.371667916327084,3,66,68
0.2364169544976277,1.7471197533955305,3,67,69
0.05057441642562312,-0.6217999386459976,4,5,6
0.2364169544976277,4.962250640635001,4,5,21
0.1513878188659976,1.0856155762456918,4,5,24
0.2364169544976277,1.4001414710528763,4,5,62
0.00020586207436012192,-7.8310009032916925,4,6,7
0.11243241424081823,-1.6933080839940136,4,6,12
0.050574416425623284,1.3463252772829415,4,6,14
0.11243241424081836,-2.286958152441088,4,6,15
0.11243241424081836,-1.9822795041506944,4,6,16
0.11243241424081823,-1.2380523275800268,4,6,21
0.050574416425623284,0.2830084305592013,4,6,25
0.08413317898297312,-3.899836082139277,4,6,31
0.050574416425623284,0.16355518861517915,4,6,35
0.050574416425623284,0.03995307378374413,4,6,38
0.050574416425623284,-0.9215773559682044,4,6,39
0.08413317898297312,-1.2887999745633179,4,6,40
0.11243241424081836,-2.0715624776583184,4,6,41
0.11243241424081836,-2.7412626269521976,4,6,42
0.0019829270008685776,-5.894963923973703,4,6,46
0.11243241424081823,-1.892492964324764,4,6,58
0.11243241424081823,-0.8976029202885663,4,6,61
0.08413317898297312,-4.207787998595398,4,6,62
0.08413317898297312,1.0507383086733029,4,6,64
0.11243241424081836,-1.5128312369443364,4,6,67
0.05342040603096999,0.4951217575040516,4,7,9
0.05342040603096999,-0.02562644505293576,4,7,15
0.08876602434897075,0.4480163763899387,4,7,21
0.1074264426929786,-5.335216666853022,4,7,23
0.05342040603096999,-7.53000164591424,4,7,24
0.02405014740606374,-9.782927005936893,4,7,28
0.10742644269297896,-5.973002580388847,4,7,35
0.08876602434897075,-1.854923348300112,4,7,40
0.10742644269297896,-5.5690965745052665,4,7,41
0.10742644269297896,-5.115828331995901,4,7,42
0.0010512462668510214,-8.938720143884831,4,7,46
0.08876602434897075,0.5554946093745361,4,7,48
0.08876602434897075,-1.1957954999139322,4,7,58
0.08876602434897075,-4.193390055264741,4,7,64
0.1513878188659976,8.109884763390138,4,9,14
0.1513878188659976,4.219726122482669,4,9,16
0.2364169544976277,5.057986720656063,4,9,28
0.2364169544976277,0.4960405246141448,4,9,31
0.1513878188659976,3.1970192924933123,4,9,39
0.1513878188659976,5.769960960355476,4,9,42
0.2364169544976277,0.5298194266003406,4,9,62
0.2364169544976281,4.7276948022083465,4,12,16
0.1017452950224698,-1.2824177685336124,4,12,46
0.23641695449762765,15.438926557272772,4,12,60
0.23641695449762765,3.1085476435944064,4,12,64
0.2364169544976277,5.774781625322893,4,14,28
0.1513878188659976,8.662809674668246,4,14,35
0.1513878188659976,6.979512101276704,4,14,38
0.2364169544976277,4.916757604140073,4,14,40
0.1513878188659976,6.039957736835085,4,14,42
0.09412399302040464,1.8545376415960373,4,14,46
0.2364169544976277,8.492550407051393,4,14,58
0.23641695449762826,-7.396584652693468,4,14,64
0.1513878188659976,7.986873607050287,4,15,16
0.06145256082206731,-3.2056047882046346,4,15,46
0.2364169544976277,10.171003407140141,4,15,60
0.2364169544976277,9.168672171248161,4,15,61
0.13699092173995064,-4.343349956577072,4,16,24
0.2364169544976277,-0.5621577038347499,4,16,31
0.1513878188659976,10.254368504211714,4,16,38
0.1513878188659976,6.053927660343305,4,16,39
0.1513878188659976,5.537628005488275,4,16,41
0.0103980055489007,-2.41655331370881,4,16,62
0.2364169544976281,5.308943885830531,4,21,39
0.09412399302040482,1.9734468624158732,4,21,46
0.2364169544976281,13.159872540501507,4,21,57
0.2364169544976281,8.631325500190574,4,21,67
0.2364169544976281,9.170864548846154,4,23,25
0.2364169544976281,12.03580781125823,4,23,38
0.2364169544976281,11.720953945934381,4,23,39
0.2364169544976281,10.097461961545557,4,23,41
0.09412399302040482,-0.6320976079635798,4,23,46
0.23641695449762765,13.20677018980467,4,23,60
0.23641695449762765,1.5352886272963673,4,23,62
0.23641695449762765,12.92164060116091,4,23,64
